Name,Hours-worked,Hourly-rate
Alexandra Banks,51,40.1
William Taylor,43,37.48
Karen Fitzgerald,52,64.55
Melissa Harris,49,70.41
Daniel Hogan,34,68.89
Nathaniel Ramsey,26,41.55
Meredith Garrett,28,45.01
Kimberly Ferguson,48,39.85
Anthony Arias,25,74.19
Tina Hodges,27,14.85
Brandy Campbell,27,27.31
Ricky Brady,55,64.9
Victoria Valdez,22,73.72
Jeremy Allen,34,34.39
Derek Compton,50,31.14
Rachel Curtis,60,30.12
Mckenzie Martinez,59,53.02
Paul Taylor,56,26.94
Cheryl Li,31,10.91
Lauren Riggs,39,26.96
Megan Herman,39,14.77
Robert Smith,41,16.33
Christopher Lopez,23,43.15
Cassandra Manning,27,44.17
Amanda Weiss,29,56.69
Lauren Christensen,34,42.72
Mr. Nicholas Blackwell Jr.,51,33.38
Evan Adkins,23,43.85
Cassandra Blackwell,57,35.4
Gary Ritter,39,28.72
Christopher Chambers,42,36.7
David Davis DVM,42,42.63
Ryan Ellis,41,56.05
Maria Sanders,24,44.75
Kelly Landry,55,46.88
David Ramos,49,73.84
Christine Anderson,50,48.22
Justin Mccullough,34,28.94
Michael Howard,38,71.08
Todd Hill,43,69.31
Natalie Parsons,45,46.01
Alison Craig,40,60.61
Thomas Atkins,44,20.41
Linda Douglas,46,54.65
Robin Becker,58,29.65
Bobby Kennedy,27,22.81
Kimberly Hoover,46,49.6
Dustin Diaz,57,22.46
Alexis Wood,29,11.01
Jacob Sanchez,34,42.65
Elizabeth Morales,25,41.0
Robin Terry,26,11.5
Kristina Baker,30,53.17
Robin Gordon,60,22.28
Paul Villa,20,26.12
William Tucker,40,65.52
Cynthia Thomas,59,39.42
Tracy Clark,24,50.1
Brandy Aguilar,31,34.34
David Simon,51,73.5
Gabriel Baker,41,66.32
George Smith,45,70.35
Scott Berry,33,37.43
Laura Rich,36,12.98
Jerry Sutton,55,53.74
Jerome Floyd,21,69.67
Alexander Alvarez,45,18.26
Darren Nunez,29,70.2
Anthony Schroeder,23,17.57
Jo Petersen,58,19.65
Adrienne Taylor,55,51.75
Scott English,37,67.02
Casey Mcmahon,47,57.42
Jason Thomas,40,56.09
Ashley Stout,41,61.21
Melissa Smith,45,63.21
Reginald Knapp,43,60.37
Troy Pittman,22,22.87
Anthony Fox,47,21.32
Kristin Crosby,32,40.11
Whitney Fleming,47,49.18
Caroline Scott,28,23.65
Jim Fisher,53,11.91
Laura Wilson,21,65.51
David Williams,31,15.64
Mrs. Laura Bradshaw,38,35.95
Yesenia Adams,20,73.56
Michael Baker,56,28.48
Brandon Price,58,12.31
William Eaton,54,20.31
Jeffrey Richards,52,39.37
Alexis Green III,42,11.35
Colleen Campbell,53,70.82
Jennifer Brock,26,69.95
Miss Elizabeth Bass,29,29.86
Roberto Rollins,48,36.63
Troy Brown,33,26.15
Julie George,54,10.51
Michael Perez,22,44.23
Jacob Thomas,29,29.79
Sharon Mayer,45,59.94
Valerie Figueroa,45,71.72
Edwin Wheeler,49,11.68
Robert Webb,49,28.95
Brian Cruz,47,53.04
Jared Edwards,27,29.09
Robin Clark,21,35.97
Elizabeth Castillo,29,42.68
Stacey Freeman,42,46.83
Monica Davis,47,51.11
Monica Rivera,22,40.43
Raymond Anthony,39,63.15
Erik Hicks,42,47.83
Lisa Gonzales,47,54.47
Sarah Coleman,26,32.35
Pamela Cruz,40,75.0
Grant Durham,55,63.44
Maria Leonard,50,26.37
Karen Simpson,39,30.49
Kelsey Reyes,32,23.66
Linda Camacho,22,41.42
Mrs. Kelly Bryan MD,29,72.85
Robert Mccullough,43,57.54
Casey Hernandez,44,19.34
Sarah Miller,30,26.4
Kelly Mckee,34,60.69
Kristie Powers,50,31.55
Barbara Esparza,37,57.15
Valerie Burke,21,36.51
Sharon Middleton,20,25.02
Joseph Harris,25,39.65
Carrie Oconnor,41,61.21
Brenda Berger,24,37.32
Elizabeth Mcdonald,25,67.21
Shannon Cooper,50,29.13
Marcus Logan,37,28.17
Nancy Walker,37,10.04
Miss Jill Johnson,23,13.73
Heather Rivera,28,74.33
Ronald Dixon,57,33.73
Heather Johnson,52,58.94
James Duncan,27,13.92
Anthony Palmer,29,61.9
Lauren Ferguson,35,69.82
Melanie Gray,49,58.12
Blake Stevens,48,64.69
Theresa Rios,28,42.73
Alisha Nelson,36,61.1
Melissa Mcgee,35,66.04
Jeffrey Watts,43,34.99
Andrew Beck,30,62.13
Craig Browning,23,33.73
Jeffery Morse,33,14.25
Cynthia Coleman,20,50.94
Sarah Johnston,53,23.72
Roberto Roach,35,47.14
Carolyn Scott,53,11.94
Daniel Thompson,33,43.1
Anthony Hoffman Jr.,52,26.33
April Hunt,52,62.92
Scott Smith,48,52.06
Denise Dixon,36,37.67
Keith Reyes,28,69.72
Denise Jacobs,23,61.93
Jason Walker,33,55.74
Michele Jordan,38,67.45
Craig Smith,35,49.85
Travis Herrera,23,30.28
Jason Robinson,60,66.35
Mrs. Lisa Smith,47,42.28
Nancy Nguyen,24,18.16
Elizabeth Mitchell,28,72.86
Erica Douglas,59,65.73
Charles May,26,62.81
Heather Mccarthy,31,62.34
Erin Reese,60,36.84
Cheryl Hernandez,55,43.99
Donald Klein,52,18.09
Daniel Moss DDS,41,59.92
Olivia Miller,39,70.5
Emily Willis,40,33.73
Sierra Mora,45,14.63
Robyn Fox,45,34.64
Tyler Johnson,41,29.8
Billy Davis,50,18.58
Julie Guerrero,44,35.62
Christine Cook,39,67.77
Ryan Cook,35,46.21
Tamara Nguyen,42,35.29
Charles Parker,57,59.4
Janice Trevino,52,24.61
Michele Stout,47,74.23
Jacqueline Hunter,59,27.04
Tara Dickson,46,71.47
Anthony Cox,47,45.9
Dr. Robert Miller,38,33.61
Daniel Martinez,23,34.0
Jessica Hood,51,18.14
Gabriel Mendoza,39,33.84
Peter Dickson,57,20.44
Justin Mann,58,49.63
Martha Smith,57,34.87
Thomas Williams,20,73.59
Fred Johnson,27,24.39
Jennifer Nunez,53,18.97
Susan Burns,37,70.05
Andrew Page,29,57.18
Mrs. Abigail Gray,40,41.94
Regina Rodriguez,41,49.69
Nancy Norris,48,15.0
Wesley Robinson,30,30.57
Katherine Hale,21,49.79
Aaron Ellis,34,45.86
Dorothy Carney,30,56.69
Richard Taylor,32,48.69
Katherine Reed,41,36.02
Matthew Luna,51,66.05
Todd Maxwell,40,61.63
Stephanie Rodriguez,25,52.27
James Grant,22,14.89
Joseph Jones,59,15.58
Scott Fernandez,46,35.39
Beth Aguirre,60,74.28
Laura Sawyer,41,30.66
David Wu,33,46.41
Andrew Mcmillan,31,47.66
Janice Hansen,32,12.2
Rebecca Lee,49,62.3
Jennifer Munoz,34,11.31
Christopher Crawford,50,56.58
Tyler Miller,34,70.49
Christopher Newman,23,32.74
Daniel Castro,45,54.65
Thomas Zimmerman,57,28.8
Laura Anthony,33,31.04
Lindsay Grant,28,42.56
Terry Phillips,39,61.64
Steven Mccormick,26,55.43
Julian Phelps,27,74.15
Tim Briggs,21,56.97
Robert Shaffer,43,47.13
Jennifer Reed,42,27.83
Daniel Dean,26,53.7
Gregory Morris,24,65.49
Susan Haney,35,26.27
Mr. Robert Walsh,60,21.87
Pamela Richards,25,13.0
Leslie Webb,29,21.69
Shelby Foley,21,55.71
Katrina Griffith,54,52.93
Ms. Michele Garza DVM,46,14.82
Jessica Smith,48,30.24
Stephanie Garza,23,59.13
Juan Burns,23,63.27
Megan Burch,59,41.42
Erica Walter,31,11.5
Holly Baker,29,63.84
Michelle Barrett,36,42.6
Kayla Garcia,22,46.2
Melissa Hayes,50,48.43
Mary Martin,50,70.86
James Costa,45,35.08
Jennifer Rangel,51,30.44
Joseph Stephens,53,15.13
Allison Baker,27,32.58
Daniel Navarro,52,44.63
Victor Thompson,51,72.65
Wanda Russell,20,16.76
Dr. Shawn Bell,42,34.21
Caitlyn Cochran,33,65.53
Donald Butler,50,65.55
Nancy Reyes,59,25.9
Bruce Harris,23,19.59
Susan Hooper,35,12.12
Edward Alvarez,47,67.43
Samuel Reid,42,18.09
Cameron Lopez,28,32.0
Courtney Smith,51,48.82
David Patterson,57,16.61
Hunter Williams,41,41.13
Patrick Gibson,49,44.48
Amy Gonzalez,48,42.35
Jennifer Stanley,55,31.24
Frank Morris,51,41.0
Melissa Richards PhD,26,27.08
Ashley Gutierrez,30,40.82
Alexandra Ruiz,46,57.71
Rachel Conner,32,16.87
Robert Reed,43,67.83
Grace Foster,26,23.48
Jose Hancock,32,74.83
Daniel Chavez,57,57.57
Rebecca Tate,55,33.48
Kristin May,55,70.75
Joe Bowman,20,19.75
Edward Waters,39,29.51
Peter Smith,53,48.02
Richard Wright,52,25.16
Kimberly Lyons,60,18.14
Jillian Bowman,22,64.62
Jonathan Gordon,42,32.48
Christopher Lynch,42,10.35
Joshua Allen,38,23.38
Kristi Beasley,37,21.37
Daniel Mullins,43,51.28
Brittany Key,53,55.79
Daniel Wright,29,45.28
Dale Wilson,49,58.52
Alexander Pierce,23,34.68
Matthew Payne,56,39.26
Rebecca Harrison,42,74.07
Arthur Haas,34,17.34
Jason Lyons,37,30.14
Oscar Burns,25,33.58
Jonathan Mcconnell,56,30.28
Erin Werner,42,65.81
Sherry Jackson,39,51.62
John Miller,47,73.33
Whitney Bird,54,68.4
Ryan Thompson MD,47,63.26
Jessica Bartlett,26,51.25
Anthony Huff,56,44.87
Amanda Smith,55,20.79
Cody Kim,54,15.35
Aaron Bruce,39,56.01
Kevin Newman,58,68.17
Shane Adams,30,26.48
Michael Lyons,43,72.56
James Kennedy,50,26.13
Megan Brown,44,64.71
Jacob Ruiz,26,12.24
Susan Hernandez,23,60.98
Jason Crosby,25,72.42
Carlos Meyer,53,15.93
Kyle Lee,51,13.6
Mary Chavez,42,48.23
John Williamson,33,16.93
Michael Ferguson,34,13.69
Jeffrey Tanner,23,59.11
Angel Jordan,39,25.42
Caitlin Odonnell,41,39.77
Lisa Clark,56,12.44
Ashley Smith,21,10.82
Brandon Cox,45,21.43
Robin Lowe,42,39.37
Carla Archer,38,26.84
Amanda Steele,47,74.89
Elizabeth Welch,51,62.99
Kenneth Gonzalez,35,11.95
Laura Johnson,42,40.12
Jimmy Lopez DDS,36,36.71
Rachel Wilson,30,57.88
Erica Mendez,46,35.27
Jose Barnes,42,62.99
Christopher Patel,47,51.49
Andrew Smith,44,16.98
Brent Shaffer,56,69.66
Sabrina Howard,35,45.7
Megan Macias,31,40.2
Jamie Blevins,33,65.14
Daniel Howard,33,39.98
Amy Harris,21,22.25
Grant Murphy,23,30.79
Marcus Christian,20,30.89
Corey Moran,29,40.91
Mary Ward,30,69.68
Vickie Kemp,23,52.28
Raymond Duncan,46,34.24
Carmen Lynn,21,21.68
Kelly Welch,59,45.33
James Rivers,56,38.34
Leah Robertson,42,70.04
William Flynn,40,57.65
Gary Ramos,42,54.22
Grace Watkins,55,25.0
Martin Pittman,20,19.45
Randy Goodman,39,51.75
Sharon Callahan,58,30.42
Lindsey Ellis,28,10.88
David Walker,33,33.94
Justin Bonilla MD,20,14.92
Leonard Simmons,25,42.93
Erik Manning,22,50.75
James Holland,58,27.49
Michael Ruiz,34,68.61
Sandra Noble,58,12.44
Dennis Robbins,59,38.05
Andrew Clark,25,34.73
Mary Hudson,52,17.81
Joseph Mays,42,14.43
Joshua Cherry,44,41.61
Kelsey Jensen,40,55.23
Daniel Munoz,33,33.03
Chase Johnson,36,38.72
Amber Johnson,40,12.8
Shane Taylor,35,24.53
Justin Fuentes,27,49.51
Rebecca Finley,32,73.85
Abigail Coleman,28,45.05
Melinda Ramirez,43,64.85
Kenneth Perez,52,28.62
Ronald Shaw,35,66.51
Christopher Myers,41,60.55
Krista Francis,56,49.83
Ronald Estes,51,21.43
Shawn Mitchell,44,55.6
Amy Holden,27,69.46
Jordan Lopez,41,32.79
Ryan Black,32,53.66
Mr. Brandon Burns DVM,25,21.33
Justin Combs,56,46.48
Alexa Navarro,34,20.25
Emily Pace,60,13.79
Anthony Odom,49,47.82
Allison Bates,23,20.92
Erik Bowers,28,15.27
Angela Soto,54,60.98
Briana Vaughn,30,19.96
Mary Miller,55,14.68
Luis Kane,34,21.81
Alexandra Schmitt,33,14.51
Joseph Parrish,34,13.41
John Williams,44,44.53
Angela Gilmore,60,32.97
Tyler Jones,47,24.36
Dr. Mark Clark,22,13.43
John Thompson,43,51.37
Timothy Wang,49,47.28
Lucas Collins,51,14.28
Robert Espinoza,53,33.21
Donald Hernandez,39,16.73
Anna Leon,31,28.1
Katherine Martinez,60,70.22
Christopher Cruz,46,38.14
Justin Johnson,20,26.7
Christopher Kennedy,45,60.25
David Roberts,49,34.37
Jason Scott,60,66.71
Sara Booker,21,10.21
Phillip Burton,23,60.67
Matthew Thompson,22,54.45
Todd Jordan,26,46.19
Michael Bishop,44,55.54
Kathryn Aguirre,21,14.38
Derek Martinez,28,34.8
Michael Rodriguez,47,33.76
Brandon Fisher,46,15.35
Martin Jacobson,53,13.43
Miguel Rodriguez,26,73.79
Brian Farmer,24,45.19
Stephanie Wilson,43,16.24
Lauren Reed,46,39.54
Alyssa Romero,41,62.45
Tiffany Ramsey,28,26.59
Denise Marshall,23,24.04
Andrea Morrison,58,31.7
Ann Valentine,32,49.68
Kyle Edwards,50,14.02
Melanie Beard,32,67.86
Jesse Baker,41,11.97
Tonya White,57,37.71
Scott Riley,42,20.77
Tiffany Turner,33,25.41
Jessica Christensen,20,21.17
James Lara,32,37.19
Mario Mitchell,28,73.48
Deborah Hughes,46,55.61
Richard Miller,43,51.92
Benjamin Brown,22,23.28
Barbara Lindsey,41,62.8
Sheila Thompson,23,57.93
Daniel Bennett,22,74.58
Jasmine Lee,51,24.65
Cynthia Yates,45,21.59
Jesse Reynolds,27,54.57
Dean Davis,42,74.46
Kevin Stewart,28,22.15
Edwin Kelley,30,29.79
Donna Scott,57,17.38
Brenda Adams,53,43.1
Lauren Jones,25,17.13
Heather Williams,29,10.75
Deborah Sparks,27,48.25
Marcus Ruiz,31,29.34
Dana Sanchez,44,12.22
Kenneth Hicks,40,25.14
Amanda Black,53,28.75
Tammy Mcfarland,23,12.0
Brittany Murphy,48,56.85
Wayne Ramirez,54,36.4
Ms. Mary Waters,55,27.68
Jill Jackson,22,52.54
Aaron Stewart,53,54.13
Ashley Lewis,43,18.29
Jordan Hayes,26,72.16
Justin Simmons,46,34.55
Ronald Benitez,55,19.0
Teresa White,20,32.66
Wendy King,48,42.22
Theresa Cohen,40,46.4
David Thompson,60,55.86
David Martin,20,59.96
Angela Carlson,46,39.23
Sarah Pruitt,49,46.3
Anthony Hull,41,62.95
Jasmin Miller,31,18.1
Daniel Chen,33,47.14
Seth Baker,45,13.58
Shelley Smith,26,41.15
Jasmine Morgan,49,59.28
Carly Anderson,54,30.2
Eric Ruiz,36,52.56
Amy Bryan,38,71.18
William Carlson,28,13.64
Aaron Williams,54,35.69
Shannon Terry,39,11.28
Joseph Hamilton,51,17.03
Kyle Johnston,60,63.15
Dana Velazquez,48,41.45
Keith Oliver,46,31.76
Zachary Elliott,44,55.77
Jennifer Clay,36,72.96
Dominique Garcia,54,55.5
Aaron Glover,27,50.67
Carol Smith,45,20.6
Elizabeth Cohen,40,18.61
Lisa Yang,25,36.67
Heather Williams,49,29.16
John Kelly,20,52.2
Jesse Hartman DDS,37,30.94
Erin Tucker,32,31.11
Mrs. Barbara Green,39,20.79
John Campbell,36,58.83
Mr. Christopher Sutton,50,21.08
Alicia Randolph,21,71.78
Jesse Smith,60,57.2
Melissa Chavez,35,34.17
John Gilbert,35,63.17
Mario Ortiz,43,24.98
Arthur Young,51,29.05
Michael Jackson,39,56.71
Brittney Bowen,49,20.86
Rose Hamilton,43,40.91
Olivia Weeks,45,34.19
Autumn Davis,26,43.6
Eric Reyes,54,44.0
Michael Holt,60,16.38
Dominique Morris,25,17.35
Mary Rivera,47,53.11
Claire Ayala DDS,42,74.89
Kelli Moss,48,63.55
Richard Frey,45,11.74
Mark Brown,42,71.05
Evan Smith,28,66.85
Kevin Harmon,60,38.94
Chad Roberts,43,42.0
Danielle Spencer,30,10.96
Eduardo Wagner,30,67.3
Stephen Murray MD,32,40.31
David Hopkins,50,10.77
Kathy Robinson,49,18.62
Robert Alexander,47,32.7
Miguel Castillo,36,36.62
Sheila Taylor,33,61.21
Jeffrey Huffman,51,53.54
Brittney Thompson,33,13.63
Michael Lane,31,45.33
Harold Erickson,31,74.53
Dr. Michael Suarez,45,41.85
Zachary Jacobs,21,64.86
Jacob Bryant,55,59.58
Sabrina Goodman,47,17.62
Tanya Nguyen,41,66.29
Jodi Olson,42,30.56
Todd Perry,29,27.59
Michael Adams,23,10.44
Janet Proctor MD,32,51.81
Meredith Horton,39,38.6
Richard Brown,35,45.21
Joseph Haas,23,53.61
Michael Black,33,29.18
Andrew Williams,30,60.3
Arthur Bautista,40,13.14
Rachel Garcia,46,60.41
Amy Johnson,20,32.66
Sarah Martinez,50,30.06
Dorothy Kelley,28,65.02
Timothy Johnson,42,49.7
Jim Davis,46,27.02
Garrett Garcia,32,73.5
Jennifer Adkins DVM,21,37.71
Steven Sanchez,38,43.46
Daniel Wright,21,60.87
Courtney Goodwin,38,73.23
Charlene Miller,52,25.52
Kim Wagner,47,52.43
Michael Howard,30,11.05
Jasmin Mercer,54,47.08
Andrew Taylor,57,50.01
Adam Wright,58,67.65
Marco Williams,39,17.78
Rodney Mclaughlin,31,24.88
Matthew Smith,41,35.43
Patrick Orozco,26,72.9
Charlotte Parrish,54,11.58
Alan Velazquez,39,25.0
Jesse Suarez,42,47.23
Johnathan Farmer,31,23.99
Laura Green,45,41.32
Daniel Foley,52,49.77
Wayne Greer,55,44.71
Jacob Potter,22,48.99
Brandy Martin,57,15.99
Zachary Thompson,48,11.74
Bill Simpson,23,15.69
Christopher Frazier,30,37.08
Darlene Smith,36,57.23
Madison Bell,45,65.45
Sarah Reyes,28,59.23
Mr. Jeremiah Davis IV,45,45.35
Mark Brandt,34,33.29
Robert Baxter,30,46.99
Kenneth Williams,55,42.79
Scott Morton,48,69.72
Connie Cruz,37,45.92
Ryan Jackson,36,67.87
Manuel Wells,59,64.86
Andre Cross,60,63.47
Frank Ramirez,26,50.79
Robert Buchanan,38,21.37
Sarah Adams,57,61.92
Clifford Holmes,48,64.6
Scott Collins,29,23.27
Tonya Sanders,60,68.85
Kenneth Hernandez,22,29.46
Heather Duncan,23,32.05
Patricia Ramirez,31,71.32
Jessica Anderson,49,20.15
Zachary Lee,49,51.48
Sue Bates,34,33.86
Jennifer Fox MD,28,43.47
Tracy Hawkins,43,55.09
Judy Olsen,22,63.17
Sierra Williams,26,52.09
David Stone,60,53.26
Brian Guerra,30,14.35
Eric Hayes,34,50.28
James Nguyen,51,63.39
Jason Morris,41,37.5
Sergio Stephenson,50,59.63
Kristina Acosta,41,48.24
Lindsey Morton,44,40.85
Joseph Stephens,33,42.08
Diana Brown,54,22.66
Darrell Oliver,32,39.28
Jamie Matthews,43,74.81
Joe Barton,41,35.32
Lauren Johnson,37,58.97
Shawn Miller,38,24.39
Mary Olsen,34,27.96
Jared Burke,34,20.76
Linda Davis,32,32.7
James Nguyen,54,65.17
Brian Foley,55,37.61
Jason Carrillo,50,19.82
Eric Malone,35,63.78
Vickie Hill,32,24.85
Dylan Page,23,17.73
Robert Griffin,36,55.92
Thomas Sanford,40,50.65
Alice Bonilla,25,21.65
Darren Park,42,72.96
James Long,39,29.55
Thomas Martin,39,17.55
Jason Hernandez,56,20.46
Billy Johnson,50,58.13
Michael Turner,48,26.19
Emily Espinoza,58,38.05
Joel Hughes,33,52.59
Julie Johnson,57,45.75
Sean Faulkner,20,55.19
Melanie Harvey,51,33.85
Wayne Dennis IV,39,20.46
Todd Johnson,20,49.29
Katherine Taylor,43,54.89
Alan Olson,30,58.96
Adam Meyer,43,24.18
Brenda Hensley,20,64.79
Michelle Martin,43,63.74
Thomas Jackson,43,59.75
Tracy Wallace,56,72.19
Lisa Cobb,53,33.11
Sean Parker,42,46.1
Emily Townsend,24,47.95
Jeffery Sosa,30,13.46
Kyle Allen,39,18.37
Christine Freeman,23,59.65
James Brown,47,20.95
Jennifer Jones,24,35.18
Jacob Jennings,54,26.36
Gabriel Reed,54,32.05
Raymond Mccarthy,32,69.43
Allison Robinson,24,40.86
Betty Robbins,26,21.71
Edward Cook,51,46.69
Kevin Oneal,56,55.66
Craig Lane,53,22.13
Erica Gross,33,15.48
Jeremy Gibson,37,57.41
Alexander Hill,27,48.83
Brandon Garcia,27,68.45
Joseph Black,22,50.12
Briana Matthews,49,12.37
Brenda Cameron,26,43.63
Karen Reed,38,74.66
Susan Taylor,30,38.69
David Powell,39,18.97
Jenny Burnett,58,47.4
Leslie Newton,34,17.35
Katie Martin,33,74.86
Kelly Romero,33,25.49
Patricia Jefferson,50,30.05
Amy Gross,54,45.58
Erik Alvarez,38,35.5
Melvin Price,20,12.23
Brittany Gutierrez,29,53.87
Daniel Williams,34,49.16
Emily Rose,53,17.55
Logan Carter,48,35.68
Melissa Johnston,33,25.39
Jeremy Carter,21,68.0
Catherine Johnson,26,50.3
Anne Alexander,57,14.92
Christina Brown,34,58.1
Sharon Anderson,45,14.38
Jeffrey Richards,43,15.45
Gregory Ward,27,18.69
Charlotte Burton,47,28.48
John Taylor,52,49.31
Haley Hartman,32,27.92
Jenna Calhoun,43,45.95
Benjamin Thomas,28,34.62
Ivan Lopez,49,60.51
John Levy,29,15.28
Brittany Martinez,46,61.75
Javier Rowland,43,17.33
Diana Henry,51,73.33
Bernard Woodward,56,29.78
Christopher Kirby,59,64.7
Vincent Golden,56,17.49
Veronica Spence,39,54.85
Sara Elliott,26,59.15
Andrew Lawson,60,32.5
Erik Lane,50,41.85
Denise Hunter,30,49.35
Raymond Reyes,34,44.72
Laura Clark,26,41.66
Kerry Chavez,24,30.34
Kaitlyn Garcia,58,58.09
Terry Adams,50,38.51
Kimberly Farley,36,28.14
Katherine Gardner,30,53.82
Brian Guerrero,49,52.8
Terri Pierce,50,62.01
Jessica Reynolds,49,13.7
Robert Black,47,17.59
Andrew Baxter,22,66.64
Charlene Adkins,57,18.24
Alan Bauer,49,42.28
Kayla Brown MD,35,35.28
William Finley,35,27.24
Carla Garcia,54,56.79
Clifford Boyer,60,50.96
Tracy Carter,40,53.57
Steve Martin,41,44.85
Amanda Bullock,38,48.54
Rodney White,44,65.61
Leslie Coffey,40,38.08
Kristin Mendoza,50,33.83
William Davies,42,61.67
Brittney Smith,44,53.89
Emily Combs,33,66.05
Sarah Patel,39,65.19
Shannon Pace,39,35.23
Elizabeth Walls,41,32.1
Bryan Gordon,58,50.69
Tina Hamilton,58,61.38
Antonio Juarez,30,39.09
Justin Blair,55,18.88
Christopher Keller,50,61.24
Frederick Clark,59,57.2
Andrew Mckenzie,33,34.27
Tanya Morse,40,23.89
Thomas Smith,22,45.15
Christopher Palmer,22,68.8
Ashley Bullock,46,62.28
Stephanie Farrell,30,37.11
Lucas Browning,31,35.04
Holly Stark,51,23.55
Kenneth Wright,52,74.9
Emma Cole,60,44.8
Laura Anderson,21,37.62
Richard Hughes,47,23.68
Caroline Brown,44,71.97
Cory Larson,31,21.69
Tiffany Elliott,55,69.34
Scott Wilson,58,51.3
Isabel Carr,35,61.77
Julia Boyd,49,74.53
Wesley Barr,56,26.29
Michael Wallace,50,31.12
Mary Osborn,48,23.78
Christina Clark,24,40.39
Lori Bennett,39,35.52
Maria Simon,30,61.89
Ms. Christina Osborn DDS,20,49.68
Jessica Cooper,36,54.59
Jennifer Guerrero,59,11.06
Stacey Barry,46,27.95
Dale Jenkins,60,21.32
Kayla Kane,37,72.49
Sherri Walter,33,56.86
Timothy Berg,55,22.06
Philip Holloway,35,20.44
Robert Kelly,60,31.19
Pamela Green,59,69.74
Samuel Hudson,51,54.12
Jillian Vasquez,34,32.52
Kristina Roberts,39,37.47
Matthew Blair,56,39.84
Jessica Christensen,40,40.86
Kenneth Thompson,36,73.4
Christopher Jacobs,20,34.09
Curtis Riggs PhD,44,38.14
Tina Taylor,31,34.55
Richard Mann,42,20.88
Angela Cooper,52,40.31
Katie May,20,64.43
Jeffrey Rhodes,22,73.77
Rebecca Dickerson,59,15.94
Donald Diaz,60,14.32
Alexandria Mejia,30,22.1
Bobby Carter,44,53.94
Savannah Williams,38,68.89
Brenda Moore,37,33.92
Jonathan Park,53,68.68
Zachary Nelson,22,29.74
James Li,26,72.48
Tammy Mitchell,58,69.09
John Macdonald,37,65.76
Gregory Barron,33,11.24
Teresa Yang,59,61.83
James Brady,53,22.58
Kim Schmidt,58,35.05
James Rios,29,11.02
Ashley White,29,49.48
Shelly Drake,20,58.92
Russell Jimenez,58,13.02
Tyrone Webb,32,54.82
Lauren Sanchez,41,64.18
Rebecca Wood,58,40.46
Todd Kim,33,34.13
Christine Gardner,29,14.26
Marc Brown,53,12.68
Katherine Ward,25,18.16
Beth Knight,52,41.2
Derrick Bray,49,27.38
Rebecca Hall,45,48.57
Lisa Hernandez,51,17.87
April Gilbert,35,22.16
Rebecca White,22,34.34
Russell Holden,27,55.14
Donna Burnett,23,51.11
Jason Gordon,55,16.39
Christina Huff,26,60.54
Eric Maynard,59,52.29
Micheal Burke,38,53.82
Barbara Curtis,43,40.72
Jamie Mata,23,36.96
Nicole Brewer,33,66.23
Christina Scott,38,61.15
Gerald Bean,29,63.97
Angela Taylor,48,32.6
Mr. Antonio Villanueva,43,54.12
Sierra Rowe,21,38.65
Erica Allen,37,40.49
Morgan Simpson,42,72.98
Edward Velasquez,59,70.49
Jeffrey Brown,56,45.94
Leah Jackson,38,15.0
Pamela Padilla,25,17.73
Rebecca Collins,40,30.41
Veronica Nguyen,21,28.13
